,Word,Definition
3535,north,the united states (especially the northern states during the american civil war)
3537,construction,the act or process of constructing
3538,construction,the art trade or work of building an engineer trained in highway construction worked in construction for seven years
3539,construction,a structure such as a building framework or model
3540,construction,something fashioned or devised systematically a nation that was glorious in its historical construction
3541,construction,an artistic composition using various materials an assemblage or a collage
3542,construction,the way in which something is built or put together a shelter of simple construction
3543,construction,the interpretation or explanation given to an expression or a statement i was inclined to put a favorable construction on his reply
3544,construction,grammar the arrangement of words to form a meaningful phrase clause or sentence
3545,construction,grammar a group of words so arranged
3546,construction,the process of constructing
3547,construction,anything that has been constructed
3548,construction,the trade of building structures
3549,construction,a building model or some other structure
3550,construction,a usually non representational structure such as a collage etc
3551,construction,the manner in which something is built
3552,construction,a group of words arranged to form a meaningful phrase
3553,construction,the act or result of construing the meaning of something
3554,construction,the meaning or interpretation of a text action etc the way something is viewed by an observer or onlooker
3555,construction,a geometric figure of arcs and line segments that is drawable with a straightedge and compass
3556,construction,the process or art of constructing the act of building erection the act of devising and forming fabrication composition
3557,construction,the form or manner of building or putting together the parts of anything structure arrangement
3558,construction,the arrangement and connection of words in a sentence syntactical arrangement
3559,construction,the method of construing interpreting or explaining a declaration or fact an attributed sense or meaning understanding explanation interpretation sense
3560,construction,the act of building or making the act of devising and forming fabrication
3561,construction,the way or form in which a thing is built or made the manner of putting together the parts as of a building a ship a machine or a system structure
3562,construction,that which is constructed a structure
3563,construction,in geometry a figure drawn so as to satisfy given conditions the method of drawing such a figure with given mathematical instruments especially with rule and compasses
3564,construction,in grammar syntax or the arrangement and connection of words in a sentence according to established usages or the practice of good writers and speakers syntactical arrangement
3565,construction,the act of construing the mann of understanding or construing the arrangement of words or of explaining facts attributed sense or meaning explanation interpretation
3566,construction,specifically in law interpretation intelligent reading with explanation such as to define the meaning
3567,construction,an altered reading of the text of an instrument designed to make clear an ambiguity or uncertainty in its actual expression or to show its application to or exclusion of matters which upon its face are not clearly included or excluded
3568,construction,nautical the method of ascertaining a ship s course by means of trigonometrical problems and diagrams
3569,construction,in music the composition of a work according to an appreciable plan
3570,construction,in the kantian philosophy a synthesis of arbitrarily formed conceptions
3571,construction,a thing constructed a complex entity constructed of many parts
3572,construction,the commercial activity involved in repairing old structures or constructing new ones
3573,construction,the act of constructing something
3574,construction,an interpretation of a text or action
3575,construction,a group of words that form a constituent of a sentence and are considered as a single unit
3576,construction,drawing a figure satisfying certain conditions as part of solving a problem or proving a theorem
3577,construction,the creation of a construct the process of combining ideas into a congruous object of thought
3578,construction,construction is the process of erection or assembly of any building or infrastructure on a site
3579,construction,in general there are three types of construction
3580,construction,drawing a figure satisfying certain conditions as part of solving a problem or proving a theorem
3581,sorbefacient,inducing or promoting absorption
3582,died,of die
3583,terrain,an area of land ground climbed a tree to view the surrounding terrain
3584,terrain,a particular geographic area a region a guide who knows this terrain well
3585,terrain,the surface features of an area of land topography boots designed for rugged terrain
3586,terrain,variant of terrane
3587,terrain,a single distinctive rock formation an area having a preponderance of a particular rock or group of rocks
3588,terrain,an area of land or the particular features of it
3589,terrain,a part of the earth s surface limited in extent a region district or tract of land either looked at in a general way or considered with reference to its fitness or use for some special purpose as for a building place or a battle field a term little used in english except in translating from the french and then with the same meaning which it has in the original
3590,terrain,a piece of ground having specific characteristics or military potential
3591,terrain,terrain or relief is the third or vertical dimension of land surface
3592,terrain,when relief is described underwater the term bathymetry is used
3593,terrain,topography has recently become an additional synonym though in many parts of the world it retains its original more general meaning of description of place
